"","REPORT_DATE","X","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM","SUPPNUM","INC_ID","LOG_AREA","npl","DURATION","IMT_RANK","INCIDENT_I","lat","lon","usaf.x","stn_name.x","UYDOY","usaf.y","stn_name.y","YEAR","MONTH","DAY","YDAY","YEARMODA","ELEV_M","TEMP","DEWP","VISIB","WDSP","MXSPD","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"1069","11-Aug-11",3388,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000259","ID",223,1200,"STORM",2011,"2-Aug-11",214,"2-Aug-11",214,"U",1,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.483611,114.504722,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS","30-Sep-11",NA,NA,0,0,NA,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 223",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,11,223,"2011-08-11",972.9,19.6,2.2,16.1,2.4,7.2,0,0,0,0,0,0,0.7,2.3,30.4
"1070","11-Aug-11",3389,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000269","ID",223,1200,"MAUD CREEK",2011,"4-Aug-11",216,"2-Aug-11",214,"U",1,"ACRES","WF","CC","Jacobson","5","Type 4 IC","L","Lightning","Idaho",46.491111,114.484722,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS",NA,NA,NA,0,0,NA,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,5,2,265,0.693147180559945,2,63,"E","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 223",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,11,223,"2011-08-11",972.9,19.6,2.2,16.1,2.4,7.2,0,0,0,0,0,0,0.7,2.3,30.4
"1071","11-Aug-11",3390,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000273","ID",223,1200,"DOUBLE STORM",2011,"4-Aug-11",216,"2-Aug-11",214,"U",1,"ACRES","WF","CC","Greg Jacobson","5","Type 4 IC","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS","30-Sep-11",NA,NA,0,NA,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,5,2,265,0.693147180559945,2,63,"E","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 223",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,11,223,"2011-08-11",972.9,19.6,2.2,16.1,2.4,7.2,0,0,0,0,0,0,0.7,2.3,30.4
"1072","18-Aug-11",3452,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000259","ID",230,1200,"STORM",2011,"2-Aug-11",214,"2-Aug-11",214,"U",1,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.483611,114.504722,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS","30-Sep-11",NA,NA,0,0,NA,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 230",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,18,230,"2011-08-18",972.9,20.1,1.3,16.1,3.3,10.3,0,0,0,0,0,0,0.7,2.4,29.2
"1073","18-Aug-11",3453,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000269","ID",230,1200,"MAUD CREEK",2011,"4-Aug-11",216,"2-Aug-11",214,"U",1,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.491111,114.484722,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS",NA,NA,NA,0,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 230",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,18,230,"2011-08-18",972.9,20.1,1.3,16.1,3.3,10.3,0,0,0,0,0,0,0.7,2.4,29.2
"1074","18-Aug-11",3460,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000273","ID",230,1215,"DOUBLE STORM",2011,"4-Aug-11",216,"2-Aug-11",214,"U",1,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS","30-Sep-11",NA,NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,61,56,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 230",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,18,230,"2011-08-18",972.9,20.1,1.3,16.1,3.3,10.3,0,0,0,0,0,0,0.7,2.4,29.2
"1075","24-Aug-11",3431,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",236,1330,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"I",200,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",62,"W",136,81,81,57,18,18,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","D",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 236",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,24,236,"2011-08-24",972.9,21.4,4.5,15.9,1.8,7.7,0,0,0,0,0,0,0.8,2.5,32
"1076","25-Aug-11",3559,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000259","ID",237,1330,"STORM",2011,"2-Aug-11",214,"2-Aug-11",214,"F",1,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.483611,114.504722,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",0,"CHAINS","30-Sep-11",NA,NA,0,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 237",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,25,237,"2011-08-25",972.9,24.8,6.1,16.1,2.6,5.7,0,1,0,0,0,0,0.9,3.1,29
"1077","25-Aug-11",3560,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000269","ID",237,1330,"MAUD CREEK",2011,"4-Aug-11",216,"2-Aug-11",214,"F",1,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.491111,114.484722,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS",NA,NA,NA,0,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","B",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 237",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,25,237,"2011-08-25",972.9,24.8,6.1,16.1,2.6,5.7,0,1,0,0,0,0,0.9,3.1,29
"1078","25-Aug-11",3561,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000273","ID",237,1330,"DOUBLE STORM",2011,"4-Aug-11",216,"2-Aug-11",214,"F",198,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P","30-Sep-11",NA,"CHAINS","30-Sep-11",NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","D",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 237",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,8,25,237,"2011-08-25",972.9,24.8,6.1,16.1,2.6,5.7,0,1,0,0,0,0,0.9,3.1,29
"1079","1-Sep-11",3736,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",244,1536,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"U",200,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","D",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,3,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 244",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,1,244,"2011-09-01",972.9,14.9,4.1,16.1,4,10.8,0,1,0,0,0,0,0.8,1.7,47.1
"1080","8-Sep-11",3905,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",251,1130,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"U",1325,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","F",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,4,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 251",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,8,251,"2011-09-08",972.9,17.4,1.8,12.6,0.9,2.6,0,0,0,0,0,0,0.7,2,35
"1081","15-Sep-11",4097,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",258,950,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"U",4500,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,73,54,54,NA,NA,NA,NA,NA,120,45,40,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","F",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,3,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 258",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,15,258,"2011-09-15",972.9,15.6,3.7,14.5,1.5,4.1,0,0,0,0,0,0,0.8,1.8,44.4
"1082","22-Sep-11",4253,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",265,1355,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"U",4000,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","F",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 265",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,22,265,"2011-09-22",972.9,13.8,2.7,16.1,0.2,2.1,0,0,0,0,0,0,0.7,1.6,43.7
"1083","29-Sep-11",4333,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",272,1103,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"U",4000,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,0,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","F",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 272",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,29,272,"2011-09-29",972.9,11.1,-1.9,16.1,2.3,8.2,0,0,0,0,0,0,0.5,1.3,38.5
"1084","6-Oct-11",4411,"2011_ID-CWF-000378_STORM COMPLEX","STORM COMPLEX",1,1,NA,2011,"ID-CWF-000378","ID",279,1130,"STORM COMPLEX",2011,"2-Aug-11",214,"2-Aug-11",214,"F",4095,"ACRES","WF","CC","Greg Jacobson","E","SOPL","L","Lightning","Idaho",46.506111,114.503056,2,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",100,"P",NA,0,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","F",4500,"F",0.693147180559945,"NFS",0,0,13,2,265,0.693147180559945,2,63,"D","2011_ID-CWF-000378_STORM COMPLEX",46.506111,-114.503056,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 279",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,10,6,279,"2011-10-06",972.9,8.7,6.9,13.7,2.7,5.1,0,1,0,0,0,0,1,1.1,90.9
"1085","1-Sep-11",3747,"2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX","WILLIAMS RANGE COMPLEX",1,1,NA,2011,"ID-CWF-000419","ID",244,1545,"WILLIAMS RANGE COMPLEX",2011,"25-Aug-11",237,"25-Aug-11",237,"I",60,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.610278,114.818333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,"Federal","ID","ID","C",700,"E",4.11087386417331,"NFS",0,0,13,2,266,4.11087386417331,3,35,"D","2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX",46.610278,-114.818333,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 244",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,1,244,"2011-09-01",972.9,14.9,4.1,16.1,4,10.8,0,1,0,0,0,0,0.8,1.7,47.1
"1086","8-Sep-11",3894,"2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX","WILLIAMS RANGE COMPLEX",1,1,NA,2011,"ID-CWF-000419","ID",251,1030,"WILLIAMS RANGE COMPLEX",2011,"25-Aug-11",237,"25-Aug-11",237,"U",357,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.610278,114.818333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,128,76,76,27,10,10,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","E",700,"E",4.11087386417331,"NFS",0,0,13,2,266,4.11087386417331,4,35,"D","2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX",46.610278,-114.818333,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 251",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,8,251,"2011-09-08",972.9,17.4,1.8,12.6,0.9,2.6,0,0,0,0,0,0,0.7,2,35
"1087","15-Sep-11",4101,"2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX","WILLIAMS RANGE COMPLEX",1,1,NA,2011,"ID-CWF-000419","ID",258,1000,"WILLIAMS RANGE COMPLEX",2011,"25-Aug-11",237,"25-Aug-11",237,"U",692,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.610278,114.818333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,45,40,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","E",700,"E",4.11087386417331,"NFS",0,0,13,2,266,4.11087386417331,3,35,"D","2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX",46.610278,-114.818333,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 258",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,15,258,"2011-09-15",972.9,15.6,3.7,14.5,1.5,4.1,0,0,0,0,0,0,0.8,1.8,44.4
"1088","22-Sep-11",4254,"2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX","WILLIAMS RANGE COMPLEX",1,1,NA,2011,"ID-CWF-000419","ID",265,1400,"WILLIAMS RANGE COMPLEX",2011,"25-Aug-11",237,"25-Aug-11",237,"U",700,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.610278,114.818333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","E",700,"E",4.11087386417331,"NFS",0,0,13,2,266,4.11087386417331,2,35,"D","2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX",46.610278,-114.818333,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 265",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,22,265,"2011-09-22",972.9,13.8,2.7,16.1,0.2,2.1,0,0,0,0,0,0,0.7,1.6,43.7
"1089","29-Sep-11",4336,"2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX","WILLIAMS RANGE COMPLEX",1,1,NA,2011,"ID-CWF-000419","ID",272,1108,"WILLIAMS RANGE COMPLEX",2011,"25-Aug-11",237,"25-Aug-11",237,"U",700,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.610278,114.818333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,0,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","E",700,"E",4.11087386417331,"NFS",0,0,13,2,266,4.11087386417331,2,35,"D","2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX",46.610278,-114.818333,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 272",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,9,29,272,"2011-09-29",972.9,11.1,-1.9,16.1,2.3,8.2,0,0,0,0,0,0,0.5,1.3,38.5
"1090","6-Oct-11",4412,"2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX","WILLIAMS RANGE COMPLEX",1,1,NA,2011,"ID-CWF-000419","ID",279,1135,"WILLIAMS RANGE COMPLEX",2011,"25-Aug-11",237,"25-Aug-11",237,"F",700,"ACRES","WF","CC","Jacobson","E","SOPL","L","Lightning","Idaho",46.610278,114.818333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",100,"P",NA,0,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA,"Federal","ID","ID","E",700,"E",4.11087386417331,"NFS",0,0,13,2,266,4.11087386417331,2,35,"D","2011_ID-CWF-000419_WILLIAMS RANGE COMPLEX",46.610278,-114.818333,727730,"MISSOULA INTERNATIONAL AIRPORT","727730 2011 279",727730,"MISSOULA INTERNATIONAL AIRPORT",2011,10,6,279,"2011-10-06",972.9,8.7,6.9,13.7,2.7,5.1,0,1,0,0,0,0,1,1.1,90.9
"1091","1-Sep-11",3675,"2011_ID-CWF-000552_COOLWATER COMPLEX","COOLWATER COMPLEX",1,1,NA,2011,"ID-CWF-000552","ID",244,1402,"COOLWATER",2011,"29-Aug-11",241,"29-Aug-11",241,"I",3,"ACRES","WF","CC","Sean Gaines","E","SOPL","L","Lightning","Idaho",46.183333,115.533333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"Federal","ID","ID","B",219,"D",1.38629436111989,"NFS",0,0,13,2,269,1.38629436111989,3,35,"D","2011_ID-CWF-000552_COOLWATER COMPLEX",46.183333,-115.533333,725784,"ELK CITY","725784 2011 244",725784,"ELK CITY",2011,9,1,244,"2011-09-01",451.1,17.5,7.4,NA,0.8,3.1,0,0,0,0,0,0,1,2,50
"1092","8-Sep-11",3912,"2011_ID-CWF-000552_COOLWATER COMPLEX","COOLWATER COMPLEX",1,1,NA,2011,"ID-CWF-000552","ID",251,1140,"COOLWATER COMPLEX",2011,"29-Aug-11",241,"29-Aug-11",241,"U",42,"ACRES","WF","CC","Sean Gaines","E","SOPL","L","Lightning","Idaho",46.183333,115.533333,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"Federal","ID","ID","C",219,"D",1.38629436111989,"NFS",0,0,13,2,269,1.38629436111989,4,35,"D","2011_ID-CWF-000552_COOLWATER COMPLEX",46.183333,-115.533333,725784,"ELK CITY","725784 2011 251",725784,"ELK CITY",2011,9,8,251,"2011-09-08",451.1,19.6,9.8,NA,0.4,2.1,0,0,0,0,0,0,1.2,2.3,52.2
